0000480000026835|HSi8308|032600007279|0000005000
0000490000013024|LWY864|075400024257|0000003000
0000500000013568|PKC3215|005300024681|0000000000
0000510000002299|HCG1628|002600013131|0000009000
0000520000025290|LHG2478|072700008311|0000001000
0000530000017242|SSY4664|030700001210|0000003000
0000540000018572|LHY3208|013000027256|0000000000
0000550000016000|CSC5305|064700013950|0000007000
0000560000022035|CJJ2920|092900031690|0000000000
0000570000009382|SCi9442|073700000647|0000009000
0000580000020770|SJC456|064300026828|0000009000
0000590000004664|LKJ8263|023500019305|0000008000
0000600000025070|SCS6531|054600012726|0000004000
0000610000002647|LHH3527|094500025342|0000000000
0000620000028577|SHG4214|097300003367|0000006000
0000630000015190|HDH4654|086800004288|0000005000
0000640000019675|LHY8122|003900001974|0000005000
0000650000004925|LCM6913|064800031823|0000001000
0000660000013356|KKG1831|043700019157|0000001000
0000670000009288|CSY5521|090200018969|0000009000
0000680000005276|KHH754|066000016241|0000003000
0000690000022888|LSM838|016200023705|0000006000
0000700000011812|LJM6776|084100010323|0000003000
0000710000031425|HYH9895|054200009858|0000004000
0000720000032306|HSJ9590|023900031705|0000002000
0000730000000555|LJY5652|011800005612|0000009000
0000740000031785|HYC7854|081200010753|0000003000
0000750000016306|SWJ4555|093000009748|0000008000
0000760000009694|CSJ8825|058800027922|0000008000
0000770000019990|LWC8849|032700009438|0000005000
0000780000023580|KKH6924|066100019452|0000008000
0000790000022347|LYM5659|055000011592|0000004000
0000800000003873|HKi145|052100016782|0000003000
0000810000010490|SCY2616|010700004728|0000007000
0000820000015134|CWJ7590|024700009223|0000007000
0000830000006398|KKH3959|048000005014|0000007000
0000840000013499|LJG448|002700026364|0000001000
0000850000014824|SJM552|045600013826|0000005000
0000860000017809|LSM8453|000100017119|0000009000
0000870000024444|CSG51|033200009869|0000007000
0000880000006318|PKH2130|051800012589|0000006000
0000890000029489|LYM8416|006500021986|0000006000
0000900000030485|SSH9264|039900026924|0000005000
0000910000006325|SJJ7593|073500027549|0000006000
0000920000021564|SJH1878|031200021064|0000009000
0000930000008807|KJC9914|019600028832|0000006000
0000940000010892|LHH5465|060700024299|0000000000
0000950000021979|KSH6861|058300022411|0000007000
0000960000010212|SSM8681|080600024048|0000005000
0000970000000089|PWY7557|099700020939|0000001000
0000980000010773|CSY3983|056400013777|0000002000
0000990000023390|SCi9442|044000004249|0000006000
0001000000002919|LSi9023|095600005565|0000008000
0001010000016665|PJC6309|014700027535|0000008000
0001020000016147|LHY1091|032400000431|0000008000
0001030000012528|HHG5301|079200025610|0000009000
0001040000015816|LYM847|052800031533|0000008000
0001050000009209|LSi464|040200015650|0000002000
0001060000016935|KJH3178|067700013287|0000004000
0001070000012673|LWS6082|029000011874|0000005000
0001080000021830|KSY202|080700013276|0000001000
0001090000000904|PHS8836|023800022536|0000004000
0001100000011057|SKH9094|094700028272|0000006000
0001110000006979|KSY1610|070200004043|0000009000
0001120000020324|LDC5355|030900006684|0000005000
0001130000026009|PKY96|033400031480|0000002000
0001140000008530|CCS3936|008300027517|0000009000
0001150000008103|PJM6332|007800004872|0000007000
0001160000008417|SKM4367|019200008977|0000004000
0001170000002876|LSY2962|034900020233|0000008000
0001180000002795|CSY7749|060200001813|0000003000
0001190000029533|PSC44|008200006149|0000006000
0001200000017855|KJC9914|010800030737|0000009000
0001210000000194|LJM6776|056900031217|0000005000
0001220000007582|KKM674|053300001042|0000005000
0001230000024151|HSJ9590|031600029015|0000004000
0001240000020798|HHM3758|077500019029|0000008000
0001250000011708|PCG1199|068700006637|0000004000
0001260000028235|PCH9981|089700025218|0000008000
0001270000019397|LWG8540|072300011587|0000009000
0001280000032225|KJH129|006200010716|0000008000
0001290000025850|HKH1758|098000024450|0000001000
0001300000000275|CWH1718|042000019948|0000001000
0001310000023065|PWH5209|007500030158|0000002000
0001320000015719|LSH4982|039700015247|0000009000
0001330000029840|LWG2278|025300014997|0000002000
0001340000022872|HSJ3401|077700032037|0000009000
0001350000027395|PKY96|044200025964|0000001000
0001360000018643|HDC3575|071400015143|0000000000
0001370000013772|PKH333|039100026258|0000002000
0001380000002490|CKY8313|077500019029|0000001000
0001390000013173|CKY1020|068400027374|0000009000
0001400000012388|SSY4664|077000025946|0000005000
0001410000007488|PKY447|099800002614|0000008000
0001420000017434|PKH6524|059400006540|0000008000
0001430000019360|SSM7167|007800004872|0000009000
0001440000027548|KSG3191|024900003985|0000009000
0001450000019133|PCH2395|018500018695|0000004000
0001460000027034|KKC2375|027100031041|0000009000
0001470000016116|SDG615|072600016794|0000001000
0001480000026939|CKH9316|054900029270|0000006000
0001490000006484|LSS4391|020300016238|0000004000
0001500000006810|PWS2865|087500032475|0000006000
0001510000007203|SSH1857|026400025477|0000005000
0001520000008004|CCC926|072300011587|0000005000
0001530000012119|LDY8334|077100005177|0000001000
0001540000018107|PKH6309|075500001522|0000000000
0001550000001309|LCG9630|034600031017|0000002000
0001560000006902|LJG4576|049500019022|0000002000
0001570000003669|HSH2423|017200008995|0000008000
0001580000015583|CCM287|002100026861|0000007000
0001590000016148|HDH9375|088800004108|0000000000
0001600000004308|PCH9981|013500002981|0000003000
0001610000008993|HSG2776|081200010753|0000002000
0001620000015142|HJY6592|071600030773|0000000000
0001630000017016|SJY5231|094400002736|0000002000
0001640000027805|PHY984|054400001929|0000006000
0001650000021963|KJM9934|069600031995|0000009000
0001660000032497|HCM1340|083900032568|0000007000
0001670000019196|KHG3310|009300006415|0000001000
0001680000024915|LWJ6168|035800020626|0000006000
0001690000006563|LJJ6689|053300001042|0000005000
0001700000021730|SJJ3282|028200014070|0000007000
0001710000026510|PDM9601|094200017532|0000004000
0001720000031030|CHG1546|050300000548|0000000000
0001730000032060|PCi8390|035900017614|0000007000
0001740000010457|LKJ1726|054600012726|0000000000
0001750000002657|SCY6186|081600006068|0000000000
0001760000009673|SKM1445|090300031595|0000006000
0001770000014950|HDM1383|064500023109|0000001000
0001780000005623|HSi8308|098800002510|0000003000
0001790000006374|SHS137|079100021470|0000002000
0001800000020427|LKM9061|012400027446|0000009000
0001810000017970|CCM492|053900016670|0000002000
0001820000030366|KKG550|099800002614|0000004000
0001830000031694|LHH3527|078400032454|0000006000
0001840000026430|LKG9288|045900002671|0000006000
0001850000024817|LSY857|088500019894|0000003000
0001860000029806|LCY2210|024300009824|0000008000
0001870000012041|LHM6409|019300011738|0000001000
0001880000029539|HCM115|026400025477|0000003000
0001890000009780|KKY9832|086500022543|0000008000
0001900000006216|HSi8308|092200025604|0000001000
0001910000020936|SKH502|021400002666|0000001000
0001920000008891|CKY3596|058500016252|0000000000
0001930000007372|KSM3741|078100011983|0000003000
0001940000023118|HCY1830|039800006716|0000005000
0001950000013949|HSC4340|041300007376|0000004000
0001960000023303|HSS1377|095500010227|0000007000
0001970000018123|LJJ528|099600032095|0000009000
0001980000012768|KJH5897|099000002505|0000003000
0001990000029401|KSS389|011400017703|0000009000
0002000000018759|CKM6626|025000006875|0000008000
0002010000012672|PKH333|088400007179|0000009000
0002020000009631|SHY5693|091000005020|0000007000
0002030000028620|PJM6332|097000019267|0000008000
0002040000029118|PJJ3473|010000029511|0000003000
0002050000001405|CKY2881|084200010389|0000001000
0002060000023405|LCG3951|074700005034|0000001000
0002070000031112|LKJ883|051500015008|0000004000
0002080000016363|HDC3222|083000028859|0000004000
0002090000005780|CJG6944|023400005901|0000006000
0002100000010346|LSH2460|041000002220|0000002000
0002110000020349|HJH2269|087300008744|0000000000
0002120000005776|SKH5052|001200017389|0000001000
0002130000029653|HHG5301|010700004728|0000002000
0002140000008439|HJH6692|037700007828|0000009000
0002150000013405|LJC6380|047300017289|0000006000
0002160000024494|KSM2741|034000000047|0000000000
0002170000030608|CJS3601|043200007741|0000001000
0002180000010422|LJi8079|017100010056|0000009000
0002190000032281|SSJ7951|022500028906|0000000000
0002200000007301|CWJ7590|017800011624|0000005000
0002210000022360|LCS4172|028800020383|0000004000
0002220000000647|SJH1878|000700002575|0000005000
0002230000009697|KCH4834|006900031351|0000002000
0002240000030104|CCY1777|020400027434|0000008000
0002250000013309|CJG4048|010200013483|0000008000
0002260000024715|CKH705|087300008744|0000006000
0002270000022567|CCG856|085100032503|0000005000
0002280000019110|HHM9950|019100019881|0000002000
0002290000010640|CCM287|013600020588|0000003000
0002300000029731|LHM6409|087000001890|0000005000
0002310000001179|LCY6285|063900032090|0000000000
0002320000017073|PJi3539|072000018408|0000001000
0002330000024418|CKH705|089200010904|0000006000
0002340000032241|PCH5382|006700025437|0000003000
0002350000028207|PSC1854|059900028569|0000005000
0002360000023546|SKH9295|058700003024|0000004000
0002370000006148|LSH907|089300026552|0000004000
0002380000024022|PHY701|060500014852|0000009000
0002390000015124|LKH6381|031000015069|0000003000
0002400000031746|PYG6118|035700026836|0000001000
0002410000016711|CYM8968|016800019892|0000009000
0002420000008945|LSG9492|048200009449|0000004000
0002430000001210|LCM1298|087600013187|0000007000
0002440000032649|PSH923|000500001918|0000002000
0002450000001084|KJG1871|089200010904|0000001000
0002460000007077|CKC8418|049300010033|0000007000
0002470000026578|SCS6531|023500019305|0000004000
0002480000019090|LCM1161|046200028368|0000007000
0002490000021812|HJY6154|039700015247|0000009000
0002500000026002|SKM1445|071700013820|0000009000
0002510000005199|CCY1777|081000005179|0000009000
0002520000022620|HSH3408|026100026433|0000003000
0002530000000961|LSH1573|019200008977|0000008000
0002540000032154|SJM5738|099000002505|0000001000
0002550000023903|CYG9016|082200012749|0000007000
0002560000019305|PKH6309|032100029457|0000004000
0002570000019122|HSG2776|029700012772|0000008000
0002580000020445|CDH4362|031700019300|0000001000
0002590000018806|LCH5821|062600015343|0000000000
0002600000032122|LSH1573|058100002428|0000009000
0002610000024602|HSJ9974|087000001890|0000003000
0002620000018364|HSH832|019100019881|0000005000
0002630000008771|PJM1743|027000004356|0000002000
0002640000003984|CHY1593|055800010660|0000004000
0002650000001352|HDH4654|030900006684|0000008000
0002660000024536|KWM9512|092900031690|0000000000
0002670000001207|CKY9431|073200025208|0000004000
0002680000031211|KHG1020|029000011874|0000002000
0002690000005839|PKM3032|080100012195|0000006000
0002700000012819|HJM3627|006400019180|0000005000
0002710000028932|LWY864|080300016038|0000009000
0002720000007182|LSH907|051000007740|0000007000
0002730000007295|PJH5133|096800022118|0000001000
0002740000001933|PCH1450|037800016193|0000009000
0002750000023195|LHY5406|039900026924|0000006000
0002760000019640|KSY202|066300021600|0000008000
0002770000022889|HJY4314|064700013950|0000006000
0002780000026792|SKC8045|075500001522|0000000000
0002790000014380|PCY5707|067000015585|0000006000
0002800000027115|PCY4811|084900009060|0000003000
0002810000023518|PDM9601|029800021316|0000007000
0002820000011524|HSi2752|059100008163|0000005000
0002830000005033|KSM898|008400012802|0000008000
0002840000026856|SJM5738|084100010323|0000009000
0002850000003439|LSH2460|079200025610|0000002000
0002860000002946|PKY8923|004500024406|0000004000
0002870000006723|SSJ7951|060700024299|0000008000
0002880000026160|CSJ515|095800009963|0000000000
0002890000017133|HCH1200|058100002428|0000000000
0002900000010820|PJM280|020900018567|0000002000
0002910000011370|HYH8694|010700004728|0000007000
0002920000013699|CKH6871|014700027535|0000006000
0002930000019561|LJi3523|018100030370|0000002000
0002940000011945|PDY7586|036100022586|0000009000
0002950000028111|PSi7461|090900006757|0000009000
0002960000029156|CSG8768|032600007279|0000009000
0002970000001332|LDG8641|065500024768|0000005000
0002980000019797|LKH2987|020800008244|0000001000
0002990000021860|KKH2623|073900031136|0000001000
0003000000003474|LSY2962|000300026222|0000004000
0003010000025567|LCG3951|055000011592|0000009000
0003020000023078|SWG9012|030100019297|0000007000
0003030000015706|KHJ8697|089700025218|0000002000
0003040000025103|CJY2311|061600017435|0000000000
0003050000002620|CYG9016|061600017435|0000004000
0003060000022591|KWJ8046|027500002467|0000001000
0003070000029473|HSG3862|004400015952|0000003000
0003080000016412|CJM1637|077700032037|0000009000
0003090000021850|KHH754|035400009023|0000009000
0003100000002560|LSY6567|033700013159|0000000000
0003110000018283|LJJ3119|014600029086|0000005000
0003120000032697|LDG8641|059700013919|0000000000
0003130000028044|HJY5196|035300004465|0000008000
0003140000000266|KDG7857|020300016238|0000005000
0003150000007721|CHG1546|041500019128|0000001000
0003160000004137|CCi155|071100023746|0000006000
0003170000022114|SJC6780|061000007123|0000000000
0003180000011839|KKY9832|058200000695|0000007000
0003190000032395|PSS30|002500011821|0000003000
0003200000002027|LKi8322|021200005752|0000001000
0003210000032428|LHJ8299|047300017289|0000004000
0003220000029119|SWH7481|042300006697|0000002000
0003230000008962|KHG1020|066000016241|0000001000
0003240000013506|PSS30|021800016915|0000003000
0003250000020605|HKS6322|058900015943|0000000000
0003260000010988|HHJ4251|009200031746|0000007000
0003270000002368|KJY9419|015700006549|0000008000
0003280000011181|HHJ620|035000017610|0000002000
0003290000016677|PSY8019|091300015436|0000000000
0003300000018534|PJY1681|008000029543|0000002000
0003310000000566|SYY1866|021800016915|0000003000
0003320000022765|LDC5355|005200002486|0000004000
0003330000024885|KCM638|012400027446|0000003000
0003340000022542|LHJ1751|025800032498|0000006000
0003350000016917|HSH3408|019100019881|0000007000
0003360000004101|PKY447|046600018763|0000009000
0003370000027774|SSG2817|086500022543|0000002000
0003380000005893|HJH3432|088500019894|0000006000
0003390000028749|CSC3516|048200009449|0000007000
0003400000007092|LSM3138|044500001777|0000005000
0003410000023057|KDi1056|076600013723|0000001000
0003420000000429|PHi1468|018400014648|0000005000
0003430000014223|KKY7209|056700015347|0000002000
0003440000019965|CJC9674|096200008040|0000007000
0003450000027711|LJG448|031200021064|0000001000
0003460000025510|LSM716|049500019022|0000006000
0003470000021965|LDG8641|040300009464|0000000000
0003480000004127|SHY8148|019700010840|0000002000
0003490000016537|LJH5370|062800024893|0000008000
0003500000026577|LDY7833|008000029543|0000004000
0003510000011320|CYG9016|021200005752|0000006000
0003520000029340|PJY2996|064300026828|0000008000
0003530000024561|SJH7483|095900030264|0000003000
0003540000010320|CDi5254|020600023648|0000008000
0003550000020288|HHG2125|042200013524|0000007000
0003560000015669|LKM8960|058600000761|0000000000
0003570000020054|HCM719|007800004872|0000009000
0003580000016003|KJH5370|079100021470|0000007000
0003590000005783|KJG1871|038300019733|0000007000
0003600000032490|KJi2274|042300006697|0000005000
0003610000006939|LSi8095|083700024703|0000005000
0003620000021260|KSM8237|095300016923|0000006000
0003630000011565|SSi6108|030700001210|0000004000
0003640000007678|LDH5318|023100012296|0000005000
0003650000028879|KKG2172|027500002467|0000002000
0003660000011722|HJM4833|088000005258|0000004000
0003670000008500|CKY8313|005500014905|0000008000
0003680000026608|LSY3904|039000032265|0000004000
0003690000009541|CJM1637|046700000410|0000003000
0003700000017889|PKH2130|061700025265|0000008000
0003710000029725|HYH8694|054500024340|0000002000
0003720000008578|CSJ3464|069000003760|0000004000
0003730000018828|SSM3843|063600011042|0000006000
0003740000020911|SJY320|024100026881|0000009000
0003750000010904|CCS3936|076500024011|0000009000
0003760000005813|KWY5138|080700013276|0000000000
0003770000014839|CKY8771|092900031690|0000008000
0003780000022231|KKM674|064500023109|0000002000
0003790000023703|HYH9895|018400014648|0000005000
0003800000010954|KDi1056|086000004995|0000008000
0003810000011798|SCJ6962|060000010976|0000000000
0003820000014905|SYC4221|017800011624|0000008000
0003830000017738|CSG51|053600032712|0000000000
0003840000026689|CHM6496|027500002467|0000001000
0003850000018618|SJC6780|079000016488|0000004000
0003860000020470|KKY9832|043000030172|0000000000
0003870000021283|CJY2311|076100023326|0000005000
0003880000004317|LKi8322|034800028375|0000005000
0003890000010228|SSY1180|040000004416|0000008000
0003900000027504|CJM6678|017200008995|0000001000
0003910000014290|SSY1180|095300016923|0000001000
0003920000011677|CKi7695|010600026255|0000005000
0003930000029973|PJJ2715|064200031712|0000009000
0003940000028487|LKH5386|053900016670|0000004000
0003950000030793|HWY7304|037200015215|0000004000
0003960000007875|CSY5521|086700000764|0000001000
0003970000029870|LWM3670|075500001522|0000004000
0003980000023900|PCi8390|034300026012|0000009000
0003990000031929|CJY1339|062400030992|0000004000
0004000000011216|PSM8880|094700028272|0000004000
0004010000005777|LSM705|040700011555|0000009000
0004020000026321|SSJ742|064500023109|0000009000
0004030000008338|HJJ3854|036800029334|0000006000
0004040000004997|LCG3951|007200001239|0000006000
0004050000001485|KSY2320|094600016084|0000003000
0004060000031750|HSi2752|091400021289|0000002000
0004070000017030|PWS2865|087600013187|0000005000
0004080000007138|CHY8807|015800025314|0000000000
0004090000014516|LHS2248|018600007328|0000003000
0004100000023708|HKH6266|082700003707|0000005000
0004110000021637|PSS30|012600031372|0000006000
0004120000008746|PKY96|072400023764|0000000000
0004130000000216|PCY4811|027600027308|0000008000
0004140000010101|HWY7304|059000014312|0000005000
0004150000027585|LSM5041|036500022188|0000000000
0004160000010972|LJY2059|020500009895|0000007000
0004170000006921|LJG54|095000025769|0000005000
0004180000027313|LKY2219|057400001052|0000006000
0004190000020651|HWi7509|004600023044|0000000000
0004200000029114|PSG4439|075800008279|0000006000
0004210000016215|HKG294|053900016670|0000003000
0004220000013233|CKJ6875|064200031712|0000003000
0004230000003827|LHM3037|077300017862|0000006000
0004240000031173|CSY9831|018900023831|0000009000
0004250000012565|LSY1234|061600017435|0000006000
0004260000007959|PDM1383|001400032340|0000004000
0004270000001418|LDH7786|055100023248|0000005000
0004280000007486|SJJ7593|075100003522|0000005000
0004290000020179|HHY8663|031600029015|0000005000
0004300000026819|KKM8263|005500014905|0000002000
0004310000030371|KKG1831|049700008864|0000003000
0004320000007589|LHH2406|092900031690|0000007000
0004330000008802|CKM6783|066700020678|0000004000
0004340000031702|KSY2320|068200013341|0000003000
0004350000006060|LHJ1751|032100029457|0000006000
0004360000013244|PJS2636|091900028829|0000009000
0004370000028883|CJY1339|021700003810|0000004000
0004380000000690|KHH754|091600015582|0000000000
0004390000008537|SHG6962|026800012339|0000007000
0004400000008069|PJM1743|057400001052|0000005000
0004410000019063|CSY7749|060500014852|0000004000
0004420000030455|HSG2776|075500001522|0000003000
0004430000024473|SJY320|036500022188|0000007000
0004440000014399|PKY5520|088500019894|0000007000
0004450000006879|LSM1574|064200031712|0000004000
0004460000012678|SJM5738|049000006088|0000008000
0004470000016797|KJi5979|083500002279|0000006000
0004480000031852|SCJ20|045500028565|0000005000
0004490000014556|LSM7821|019000024716|0000008000
0004500000031361|LJM814|081600006068|0000006000
0004510000027095|SJM3531|064300026828|0000008000
0004520000008652|LCJ2097|068100016791|0000003000
0004530000030335|PSY5181|047800023370|0000001000
0004540000006472|LKM1634|014500007184|0000005000
0004550000015864|HDH867|067300020667|0000000000
0004560000009570|KJH5423|077000025946|0000009000
0004570000012570|PSJ2615|097500017090|0000004000
0004580000025724|HSY2370|032200013607|0000009000
0004590000030448|HSY9743|067400025408|0000007000
0004600000023405|LYG8655|021300023107|0000003000
0004610000024892|PJY881|017400003596|0000001000
0004620000020991|SJJ3282|072800023809|0000007000
0004630000012529|CHH3173|081200010753|0000007000
0004640000032623|PSY8019|066300021600|0000001000
0004650000010936|LCJ2097|076800005295|0000007000
0004660000001777|LSC7657|090400029121|0000006000
0004670000031596|HSG5584|053900016670|0000006000
0004680000017449|KSG7742|079000016488|0000001000
0004690000027805|PJY2668|066600019416|0000000000
0004700000026547|CSJ3464|065600019033|0000007000
0004710000026897|LKY3288|007600029959|0000001000
0004720000025500|CCC926|038300019733|0000003000
0004730000020798|HSi8308|016800019892|0000004000
0004740000010215|LKY7467|060300004426|0000005000
0004750000008145|LJM999|050100006186|0000006000
0004760000012041|CKC5677|013500002981|0000009000
0004770000024107|PSY1508|044900009609|0000008000
0004780000023148|LWS6082|028800020383|0000001000
0004790000026846|HKM7602|054700009837|0000002000
0004800000007920|LCG8635|035400009023|0000005000
0004810000001076|SSY2559|003200011445|0000007000
0004820000000358|HHM9950|056300014147|0000007000
0004830000016553|LYY5623|092100025396|0000004000
0004840000025363|LSH4982|014200023820|0000004000
0004850000012140|LJH5370|050700002758|0000008000
0004860000007731|LCG8775|062500025423|0000005000
0004870000026338|KHM866|079000016488|0000009000
0004880000029300|LJY2059|063900032090|0000001000
0004890000022307|KJH6141|023900031705|0000009000
0004900000016758|LSM7821|087100015464|0000000000
0004910000028283|SCi723|041500019128|0000004000
0004920000006993|KWJ8046|027500002467|0000008000
0004930000003562|LJM6776|061700025265|0000008000
0004940000006927|CDi5254|053800004002|0000001000
0004950000019877|LSY9240|070400030757|0000004000
0004960000004910|PCG1199|094300029986|0000006000
0004970000004499|KSS5485|046200028368|0000000000
0004980000002592|CSM9209|048800019090|0000002000
0004990000028112|HCi5369|085400001158|0000003000
0005000000001739|KSH539|047900012153|0000002000
0005010000023341|HJY4314|081100016794|0000003000
0005020000011529|HSJ6173|084400018584|0000007000
0005030000015278|LJH883|067000015585|0000002000
0005040000010792|LJJ1588|037700007828|0000006000
0005050000012042|PHY4326|062900007363|0000006000
0005060000029035|SCH3785|078100011983|0000009000
0005070000014127|CKY6546|067000015585|0000001000
0005080000018568|KWY3258|080200002570|0000005000
0005090000011451|HSH9723|044800000795|0000002000
0005100000009256|KSM8237|046300009241|0000007000
0005110000000901|KWY3258|086700000764|0000004000
0005120000021610|HJH3432|046200028368|0000007000
0005130000024338|LSi464|069100019560|0000003000
0005140000000352|PJM280|052700013910|0000002000
0005150000030496|PKY5520|001700021776|0000006000
0005160000030608|SKH714|069900012866|0000009000
0005170000019486|LSS4391|084100010323|0000009000
0005180000017524|SSY4664|049000006088|0000004000
0005190000011186|HCH1479|049300010033|0000008000
0005200000008954|KCi1396|059000014312|0000009000
0005210000001330|LHM3037|039200007134|0000009000
0005220000014341|PJH8031|060500014852|0000005000
0005230000003627|KSJ700|060400030381|0000004000
0005240000007915|LSY9240|026700023351|0000002000
0005250000014046|LSJ2632|086100023039|0000004000
0005260000017909|CHG1546|042900030022|0000004000
0005270000028349|LSG5608|000400004322|0000004000
0005280000006882|PWi2635|032800011017|0000002000
0005290000014579|PSJ836|096500024545|0000004000
0005300000001892|LSM2583|060800021707|0000000000
0005310000004313|CDH2188|017000018470|0000005000
0005320000015778|KKi6363|054500024340|0000002000
0005330000007809|LKY2219|063700008478|0000006000
0005340000021684|PSH9948|089000025944|0000004000
0005350000015151|PJJ3473|064900002234|0000007000
0005360000013610|KHG9022|088400007179|0000000000
0005370000017883|LCG5476|097000019267|0000006000
0005380000021893|KCH1285|099900025454|0000006000
0005390000018353|PDi2300|047200007680|0000005000
0005400000018107|HDM5144|091000005020|0000005000
0005410000026769|CJG6944|062500025423|0000006000
0005420000004280|LHH6143|042200013524|0000003000
0005430000013200|HSJ3657|093200022120|0000000000
0005440000024280|KKY4711|033900010149|0000007000
0005450000011124|KSY202|091800003572|0000003000
0005460000031854|SCJ9554|011500018332|0000003000
0005470000012092|SSH1857|052900000142|0000001000
0005480000008513|CCi2198|091300015436|0000005000
0005490000011926|SWi6306|046400010638|0000000000
0005500000003593|PHY4326|045200006142|0000007000
0005510000011878|PCY1252|014800000917|0000005000
0005520000030966|CWJ7590|094900004667|0000006000
0005530000007494|LHM951|041800030060|0000006000
0005540000018985|CDC8479|046800028454|0000007000
0005550000030720|CSM3519|037900001965|0000001000
0005560000010297|CKY659|051500015008|0000002000
0005570000015894|LJC2701|065800023973|0000003000
0005580000021680|CYY4991|081000005179|0000004000
0005590000013883|PKY8389|061800026630|0000009000
0005600000022667|LJG6921|014500007184|0000006000
0005610000000727|HCM115|079800010369|0000009000
0005620000000190|SCJ6962|097700012420|0000000000
0005630000001671|CJS3601|085400001158|0000006000
0005640000010925|HSi2752|031600029015|0000009000
0005650000006299|KSS389|089700025218|0000007000
0005660000024756|KJM5891|073600031552|0000000000
0005670000002454|SWS6288|014900031702|0000002000
0005680000018080|LJJ6733|092800004807|0000005000
0005690000030642|PKY624|017700024289|0000001000
0005700000022067|LSS4391|066700020678|0000000000
0005710000029529|PCi4233|081100016794|0000007000
0005720000027556|PJY1681|078700026229|0000004000
0005730000029612|LSG9193|073000024043|0000004000
0005740000008733|CKG7763|034300026012|0000007000
0005750000006912|PJJ2715|087800028688|0000006000
0005760000000060|SCJ2323|077700032037|0000004000
0005770000019292|CJG5732|046700000410|0000003000
0005780000029842|PKH6524|027300020559|0000006000
0005790000002812|HJG8725|059400006540|0000004000
0005800000008743|SCJ20|011300028690|0000003000
0005810000014546|KKH5436|066400008009|0000004000
0005820000031988|HSJ2292|091900028829|0000008000
0005830000004352|LKC385|089300026552|0000007000
0005840000013927|LDM2725|027700007168|0000005000
0005850000000350|LCM2978|083700024703|0000002000
0005860000031203|CJY2366|063600011042|0000005000
0005870000019962|SSH349|010600026255|0000005000
0005880000031037|PJi9898|004500024406|0000000000
0005890000001427|LHJ3784|076100023326|0000005000
0005900000018752|LSY9240|039100026258|0000000000
0005910000017950|KWM9512|014500007184|0000005000
0005920000003625|PJM5132|042000019948|0000008000
0005930000020801|CSG7287|094300029986|0000009000
0005940000030764|LYM7673|023500019305|0000003000
0005950000028891|PCY5707|027600027308|0000005000
0005960000004078|PWH5209|081600006068|0000001000
0005970000011130|LSM3005|034100016652|0000001000
0005980000021257|SYC4221|055900030771|0000003000
0005990000018658|PCG6435|053800004002|0000004000
0006000000008331|CHC1201|060500014852|0000001000
0006010000009869|CDi5254|053600032712|0000002000
0006020000030071|SSM8681|049500019022|0000007000
0006030000023589|PKY5520|051900016360|0000001000
0006040000031042|LJH1300|099300006870|0000004000
0006050000012300|LHH4752|051700031748|0000006000
0006060000023127|PHS8836|093700011853|0000008000
0006070000023509|HSJ2615|053700015610|0000007000
0006080000031380|CKG9764|010500000707|0000009000
